a0_sys_0,a0_sys_1,a0_sys_10,a0_sys_11,a0_sys_12,a0_sys_2,a0_sys_3,a0_sys_4,a0_sys_5,a0_sys_6,a0_sys_7,a0_sys_8,a0_sys_9,acos2_sys_0,acos2_sys_1,acos2_sys_10,acos2_sys_11,acos2_sys_12,acos2_sys_2,acos2_sys_3,acos2_sys_4,acos2_sys_5,acos2_sys_6,acos2_sys_7,acos2_sys_8,acos2_sys_9,acos_sys_0,acos_sys_1,acos_sys_10,acos_sys_11,acos_sys_12,acos_sys_2,acos_sys_3,acos_sys_4,acos_sys_5,acos_sys_6,acos_sys_7,acos_sys_8,acos_sys_9,pt2_bin,q2_bin,x_bin,z_bin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,0
23821.28125,12230.0927734375,570.4712524414062,435.3609619140625,295.36474609375,505.6914367675781,8038.20458984375,6644.8681640625,4026.286376953125,1859.271728515625,4354.35546875,1537.6219482421875,947.4656372070312,0.0003395461244508624,0.0007011089473962784,0.002156093716621399,0.000502247188705951,0.00017725714133121073,6.503317126771435e-05,0.00040453593828715384,0.00027943580062128603,0.00013989371655043215,0.0004401198821142316,9.899323777062818e-05,0.0003345893928781152,0.000288389710476622,0.0004253281222190708,0.004441366530954838,0.0023544086143374443,0.015137123875319958,0.00041518197394907475,0.00031709999893791974,0.0007225790759548545,0.0025480499025434256,0.00026402686489745975,0.00020204248721711338,0.0006887160707265139,0.0015745391137897968,0.0014600860886275768,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,1
10146.1923828125,4513.0810546875,814.0303344726562,224.00718688964844,130.53875732421875,176.8605194091797,3632.070068359375,2408.36376953125,1729.025634765625,704.3319702148438,2014.2362060546875,1407.648193359375,250.94439697265625,0.00037676584906876087,0.0022147921845316887,0.00549684464931488,0.0006095663411542773,3.6910803373757517e-06,8.646823698654771e-05,0.0012259995564818382,0.0016606126446276903,0.0002955332456622273,0.001016267342492938,0.0006206448306329548,0.00042597472202032804,0.0009365325677208602,0.00027436771779321134,0.010527050122618675,0.007202015724033117,0.00530282873660326,0.00025305806775577366,0.0005250888643786311,0.0063027273863554,0.005282816011458635,0.00029948438168503344,0.00047395823639817536,0.0003219206118956208,0.000945049338042736,0.0022434364072978497,0,0,0,2
7527.189453125,3012.910888671875,386.2654724121094,113.5901107788086,139.2682342529297,114.540283203125,3238.448974609375,1715.710693359375,1264.04541015625,618.8485717773438,1527.2044677734375,1270.0596923828125,163.864013671875,0.0006811757921241224,0.0005165286711417139,0.0045507121831178665,0.00013504447997547686,0.00028356825350783765,9.462707384955138e-05,0.000601905514486134,0.0005299477488733828,0.00034872282412834466,0.000843001645989716,0.0002411643072264269,0.0003468405921012163,0.0016821552999317646,0.000762118783313781,0.008249977603554726,0.005023376550525427,0.012517611496150494,0.0002925157023128122,0.0003136339655611664,0.003947214689105749,0.004616770427674055,0.00017316687444690615,0.0010740929283201694,0.0007059028721414506,0.0015975789865478873,0.0015506448689848185,1,0,0,2
3782.924560546875,1370.7645263671875,141.33349609375,63.26069259643555,90.00623321533203,56.9749870300293,1829.5733642578125,769.1991577148438,673.0415649414062,211.9637451171875,742.4722900390625,631.3720703125,154.87489318847656,0.00029779988108202815,0.0030926174949854612,0.0035288359504193068,2.1697691408917308e-05,0.00046727198059670627,0.00011729968537110835,0.0015415031230077147,0.0016632312908768654,0.0005785685498267412,0.0007762048626318574,0.0005190764204598963,0.0010281986324116588,0.0011960241245105863,0.0008631031960248947,0.004159753676503897,0.0037022167816758156,0.015315160155296326,0.0011637883726507425,0.00029183473088778555,0.00040592372533865273,0.002236652886494994,0.0007606070721521974,0.0014156748075038195,0.0003635804750956595,0.0005440397653728724,0.0027103254105895758,2,0,0,2
1519.419189453125,538.1174926757812,0.0,23.701520919799805,24.496246337890625,21.537561416625977,681.077392578125,309.40960693359375,273.45538330078125,95.3284912109375,273.239501953125,225.66856384277344,38.3265380859375,0.00037288825842551887,0.003023473545908928,0.0,0.000758065958507359,0.00033184909261763096,9.813791257329285e-05,0.0008331253193318844,0.0013662409037351608,0.000321085040923208,0.0010433192364871502,0.0002507382887415588,0.0002328739792574197,0.00017763413779903203,0.0003164751979056746,0.0020256254356354475,0.0,0.019151749089360237,0.0016985387774184346,0.00041505895205773413,0.0018830832559615374,0.0010866678785532713,0.00020421149383764714,0.0013305756729096174,0.00020110714831389487,0.0007792661781422794,0.0021430030465126038,3,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,2
6142.79541015625,2655.123046875,961.2976684570312,136.1215362548828,101.25946807861328,113.72669219970703,1902.159912109375,1376.1617431640625,1078.2559814453125,633.7987670898438,1268.236083984375,575.1224975585938,517.9939575195312,9.13701587705873e-05,0.0024747296702116728,0.008194840513169765,0.000574934936594218,0.00013548471906688064,0.0001918679045047611,0.001358808483928442,0.0016351074445992708,0.000466606899863109,0.0011107790051028132,0.0001925919932546094,0.00016109761781990528,0.0039748577401041985,0.0008067644666880369,0.012153925374150276,0.01313723810017109,0.0045822784304618835,0.0002649665402714163,0.0008282447815872729,0.009808321483433247,0.005796958692371845,0.00013762585876975209,0.0021600581239908934,0.0005975879030302167,0.001082311850041151,0.011023019440472126,0,0,0,3
4627.62646484375,1694.5318603515625,203.36439514160156,5.752442359924316,82.3647232055664,73.06382751464844,1637.8155517578125,985.2940673828125,831.0875854492188,392.3777160644531,982.9212036132812,677.1144409179688,340.81451416015625,0.0005085123120807111,0.0017929080640897155,0.0032006322871893644,0.00016866959049366415,0.00014688209921587259,0.0001161338877864182,0.0004979072837159038,6.842328730272129e-05,0.0003390470228623599,0.00047835716395638883,0.0003824296873062849,0.000540623557753861,0.0011967611499130726,0.0009845111053436995,0.010220899246633053,0.00405065156519413,0.010444065555930138,8.54867830639705e-05,0.0006090735550969839,0.003095693653449416,0.005631405394524336,0.00020840457000304013,6.175275484565645e-05,0.0009360495023429394,0.002417974406853318,0.0020645414479076862,1,0,0,3
2921.109375,889.5289916992188,128.43896484375,5.47290563583374,59.68850326538086,33.20256423950195,994.7051391601562,490.2212829589844,542.50244140625,175.17352294921875,589.172607421875,522.9910278320312,78.66939544677734,0.0014268953818827868,0.005426101852208376,0.003896973794326186,0.0006033520912751555,0.00024797621881589293,0.0002270889817737043,0.004203008953481913,0.0026687912177294493,6.83529578964226e-05,0.0018207441316917539,0.0007449685363098979,0.0003416411345824599,0.00210342975333333,0.0006152231362648308,0.005618755705654621,0.004269835539162159,0.012967144139111042,0.0002560945285949856,0.00045998042332939804,0.003158941864967346,0.0028979231137782335,0.0009709683945402503,0.0007463093497790396,0.0011921378318220377,0.0013332973467186093,0.0030591809190809727,2,0,0,3
1815.622802734375,517.3040161132812,116.52743530273438,5.574059963226318,42.09841537475586,18.642261505126953,738.4016723632812,297.1910705566406,318.3537902832031,53.04426193237305,323.3587341308594,354.5580139160156,69.72801971435547,0.0005677707376889884,0.004059558734297752,0.0057231709361076355,0.0008083416614681482,0.0003238406789023429,0.00025688516325317323,0.0023149384651333094,0.0018922850722447038,0.000751720683183521,0.0005293148569762707,0.00016223623242694885,0.0007178814266808331,0.00027511763619259,0.0017160405404865742,0.0020523821003735065,0.006156137678772211,0.014483055099844933,0.0007812184048816562,6.0324098740238696e-05,0.0005004327977076173,0.0013887626118957996,0.00042175501585006714,0.002811943180859089,0.001994883408769965,0.0010732845403254032,0.001944378949701786,3,0,0,3
1124.0858154296875,314.4028625488281,0.0,5.5709991455078125,27.075119018554688,17.477397918701172,669.0377807617188,174.2858123779297,191.0357208251953,73.29548645019531,190.02230834960938,203.0975341796875,57.64156723022461,0.0016843016492202878,0.0034289523027837276,0.0,0.0009647607221268117,0.00015429149789270014,0.00012113984121242538,0.0034757410176098347,0.0016377598512917757,0.0002416145580355078,0.002417080570012331,0.0020264673512429,0.0007941686199046671,0.0006929169758222997,0.0014233019901439548,0.0006831459468230605,0.0,0.016002822667360306,0.0013536973856389523,0.00019072084978688508,0.003769071539863944,0.0010706348111853004,0.00013176770880818367,0.0017231630627065897,0.0005160592263564467,0.0004586816648952663,0.0013053412549197674,4,0,0,3
614.9682006835938,174.71591186523438,0.0,0.16679824888706207,18.273529052734375,8.30926513671875,334.2794189453125,91.59793853759766,105.03559875488281,55.17384719848633,112.63079833984375,111.76685333251953,34.93899154663086,0.0008391095907427371,0.0031867774669080973,0.0,0.00033935726969502866,0.0004717160190921277,0.00043871079105883837,0.0030885704327374697,0.0011474292259663343,0.00034103731741197407,0.0012871643994003534,0.0008449516608379781,0.0006387544563040137,0.002815733663737774,0.0009088403894566,0.0021724810358136892,0.0,0.016004905104637146,0.002190457656979561,0.00010781767196021974,0.0031252570915967226,0.0013297952245920897,0.0003300500975456089,0.0010417456505820155,0.0005704893846996129,0.0013755358522757888,0.0018692080629989505,5,0,0,3
